Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Not Safe For Work', 'User Interface')",35,226,0.000548,0.003541,1.6e-05,0.004089
"('Anime', 'German')",88,396,0.001379,0.006204,1.6e-05,0.007582
"('Spanish', 'Locations - World Map')",93,522,0.001457,0.008178,9.4e-05,0.009635
"('Leveled Lists', 'Clothing - Male')",150,226,0.00235,0.003541,9.4e-05,0.00589
"('Related to vampires', 'Items - Leveled')",250,166,0.003917,0.002601,9.4e-05,0.006517
"('Environment - Other', 'Scripted Events')",346,562,0.00542,0.008804,0.000548,0.014225
"('Environment - Water', 'Quests')",84,636,0.001316,0.009964,0.000235,0.01128
"('Not Safe For Work', 'Items - Clutter')",35,621,0.000548,0.009729,3.1e-05,0.010277
"('Compilation', 'Face models')",192,258,0.003008,0.004042,0.000219,0.00705
"('Audio - Music', 'Books')",203,430,0.00318,0.006736,0.000392,0.009917
"('Gameplay Effects/Changes', 'Anime')",1345,88,0.021071,0.001379,6.3e-05,0.02245
"('Environment - Water', 'NPC Trainers')",84,173,0.001316,0.00271,0.00011,0.004026
"('Lighting', 'OBSE (Oblivion Script Extender)')",159,819,0.002491,0.012831,0.000266,0.015321
"('Spanish', 'Tutorials for Players')",93,40,0.001457,0.000627,3.1e-05,0.002084
"('Replacer', 'Locations - Dungeons')",898,477,0.014068,0.007473,0.000266,0.021541
"('Quests', 'OBMM (Oblivion Mod Manager)')",636,116,0.009964,0.001817,0.000172,0.011781
"('Lighting', 'Unrealistic')",159,81,0.002491,0.001269,1.6e-05,0.00376
"('Books', 'Magic - Enchantments')",430,358,0.006736,0.005608,0.001269,0.012345
"('Guilds / Factions', 'French')",247,170,0.00387,0.002663,0.000188,0.006533
"('Face models', 'Japanese')",258,167,0.004042,0.002616,6.3e-05,0.006658
"('New textures', 'Items - Clutter')",2621,621,0.041061,0.009729,0.004387,0.05079
"('French', 'Items - Apparatus')",170,186,0.002663,0.002914,9.4e-05,0.005577
"('Items - Apparatus', ""Modder's Resource"")",186,1338,0.002914,0.020961,0.000266,0.023875
"('Spanish', 'OBSE (Oblivion Script Extender)')",93,819,0.001457,0.012831,0.000266,0.014288
"('Audio - Voices', 'Sexy/Skimpy')",157,267,0.00246,0.004183,3.1e-05,0.006642
"('Related to Movies/TV/Other Games', 'NPC Vendors')",478,546,0.007488,0.008554,0.000423,0.016042
"('Weapons', 'OBMM (Oblivion Mod Manager)')",1765,116,0.027651,0.001817,0.000251,0.029468
"('Animation - Modified', 'Clothing')",148,1016,0.002319,0.015917,0.000329,0.018235
"('EC/HGEC Bodybase', 'Environment - Weather')",878,101,0.013755,0.001582,7.8e-05,0.015337
"('Companions', 'Leveled Lists')",705,150,0.011045,0.00235,0.000188,0.013395
"('Birthsigns', 'Items - Leveled')",67,166,0.00105,0.002601,9.4e-05,0.00365
"('Companions', 'Russian')",705,228,0.011045,0.003572,6.3e-05,0.014616
"('Translation', 'Other languages')",32,28,0.000501,0.000439,1.6e-05,0.00094
"('Anime', 'Czech')",88,8,0.001379,0.000125,1.6e-05,0.001504
"('BAB Bodybase', 'OBSE (Oblivion Script Extender)')",72,819,0.001128,0.012831,1.6e-05,0.013959
"('Environment - Water', 'Nudity')",84,225,0.001316,0.003525,4.7e-05,0.004841
"('For female characters', 'Anime')",1825,88,0.028591,0.001379,0.000862,0.029969
"('Environment - Weather', 'Magic - Spells')",101,614,0.001582,0.009619,0.000329,0.011201
"('Guilds / Factions', 'Anime')",247,88,0.00387,0.001379,1.6e-05,0.005248
"('ENB Preset', 'Environment - Weather')",8,101,0.000125,0.001582,1.6e-05,0.001708
"('Chargen', 'Locations - Caverns')",108,284,0.001692,0.004449,1.6e-05,0.006141
"('Environment - Water', 'Spanish')",84,93,0.001316,0.001457,9.4e-05,0.002773
"('Clothing - Female', 'Locations - Buildings')",452,839,0.007081,0.013144,0.000705,0.020225
"('Animation - New', 'Non-Playable Resource')",206,237,0.003227,0.003713,0.000125,0.00694
"('French', 'Clothing - Female')",170,452,0.002663,0.007081,3.1e-05,0.009744
"('TFF/UFF Bodybase', 'Items - Clutter')",156,621,0.002444,0.009729,1.6e-05,0.012173
"('Not Lore-Friendly', 'NPC Trainers')",262,173,0.004105,0.00271,4.7e-05,0.006815
"('Related to vampires', 'Races - Modified')",250,253,0.003917,0.003964,0.000251,0.00788
"('Chargen', 'Creatures')",108,461,0.001692,0.007222,9.4e-05,0.008914
"('Animation - New', ""Modder's Resource"")",206,1338,0.003227,0.020961,0.000721,0.024188
"('Audio - Sound FX', 'New textures')",190,2621,0.002977,0.041061,0.001222,0.044037
"('TFF/UFF Bodybase', 'Environment - Sky')",156,105,0.002444,0.001645,1.6e-05,0.004089
"('Not Safe For Work', 'NPC Vendors')",35,546,0.000548,0.008554,1.6e-05,0.009102
"('Compilation', 'Robert Male Bodybase')",192,223,0.003008,0.003494,7.8e-05,0.006501
"('Birthsigns', 'Quests')",67,636,0.00105,0.009964,9.4e-05,0.011013
"('EC/HGEC Bodybase', 'NPCs')",878,1098,0.013755,0.017201,0.000705,0.030956
"('Translation', 'OBMM (Oblivion Mod Manager)')",32,116,0.000501,0.001817,1.6e-05,0.002319
"('Guilds / Factions', 'NPCs')",247,1098,0.00387,0.017201,0.002287,0.021071
"('Audio - Voices', 'New models')",157,1961,0.00246,0.030721,0.000674,0.033181
"('Environment - Water', 'New Lands')",84,325,0.001316,0.005091,0.000298,0.006407
"('Plants / Foliage', 'Weapons')",226,1765,0.003541,0.027651,0.00094,0.031191
"('Replacer', 'Hair')",898,178,0.014068,0.002789,0.000266,0.016857
"('For male characters', ""Modder's Resource"")",1242,1338,0.019457,0.020961,0.00188,0.040419
"('TFF/UFF Bodybase', 'Utilities for Players')",156,368,0.002444,0.005765,4.7e-05,0.008209
"('English', 'Creatures - Rideable')",6911,148,0.108269,0.002319,0.001739,0.110587
"('Environment - Water', 'OBSE (Oblivion Script Extender)')",84,819,0.001316,0.012831,0.000172,0.014147
"('New Lands', 'Anime')",325,88,0.005091,0.001379,1.6e-05,0.00647
"('For female characters', 'Replacer')",1825,898,0.028591,0.014068,0.00246,0.042659
"('Races - New', 'Creatures - Rideable')",515,148,0.008068,0.002319,0.000188,0.010387
"('Races - New', 'Items - Furniture')",515,322,0.008068,0.005044,0.000282,0.013113
"('Chargen', 'Guilds / Factions')",108,247,0.001692,0.00387,6.3e-05,0.005561
"('Chargen', 'Classes component')",108,117,0.001692,0.001833,0.000172,0.003525
"('Humor, Joke or Just for Fun', 'COBL (Common Oblivion)')",256,118,0.004011,0.001849,3.1e-05,0.005859
"('Quests', 'Locations - Buildings')",636,839,0.009964,0.013144,0.003008,0.023108
"('Performance Optimization', 'Races - Modified')",162,253,0.002538,0.003964,0.000172,0.006501
"('Animation - Modified', 'Spanish')",148,93,0.002319,0.001457,4.7e-05,0.003776
"('Compilation', 'Saved games')",192,481,0.003008,0.007535,7.8e-05,0.010543
"('Guilds / Factions', 'Saved games')",247,481,0.00387,0.007535,1.6e-05,0.011405
"('Robert Male Bodybase', 'Locations - Buildings')",223,839,0.003494,0.013144,0.000157,0.016637
"('Lighting', 'New Lands')",159,325,0.002491,0.005091,0.00036,0.007582
"('Nudity', 'Armor - Shields')",225,780,0.003525,0.01222,0.000172,0.015744
"('Translation', 'French')",32,170,0.000501,0.002663,1.6e-05,0.003165
"('Robert Male Bodybase', 'Unrealistic')",223,81,0.003494,0.001269,3.1e-05,0.004763
"('Robert Male Bodybase', 'Spanish')",223,93,0.003494,0.001457,1.6e-05,0.00495
"('Replacer', 'Creatures')",898,461,0.014068,0.007222,0.000392,0.02129
"('New models', 'Knight of The Nine')",1961,80,0.030721,0.001253,0.000204,0.031975
"('Video', ""Modder's Resource"")",128,1338,0.002005,0.020961,9.4e-05,0.022967
"('Races - Modified', 'Scripted Events')",253,562,0.003964,0.008804,0.000188,0.012768
"('Gameplay Effects/Changes', 'Audio - Sound FX')",1345,190,0.021071,0.002977,0.000846,0.024047
"('Italian', 'Utilities for Modders')",81,236,0.001269,0.003697,0.000125,0.004966
"('Gameplay Effects/Changes', 'Utilities for Modders')",1345,236,0.021071,0.003697,0.000439,0.024768
"('Russian', 'Clothing - Female')",228,452,0.003572,0.007081,4.7e-05,0.010653
"('Robert Female Bodybase', 'Other languages')",129,28,0.002021,0.000439,1.6e-05,0.00246
"('Clothing', 'NPCs')",1016,1098,0.015917,0.017201,0.002554,0.033118
"('Fair and balanced', 'Creatures')",449,461,0.007034,0.007222,0.000689,0.014256
"('Creatures - Rideable', 'Magic - Enchantments')",148,358,0.002319,0.005608,0.000282,0.007927
"('Japanese', 'Clothing - Male')",167,226,0.002616,0.003541,0.00011,0.006157
"('Items - Ingredients', 'Tutorials for Players')",319,40,0.004997,0.000627,3.1e-05,0.005624
"('Anime', 'Items - Clutter')",88,621,0.001379,0.009729,1.6e-05,0.011107
"('Replacer', 'Items - Leveled')",898,166,0.014068,0.002601,0.000219,0.016669
"('Czech', 'OBSE (Oblivion Script Extender)')",8,819,0.000125,0.012831,3.1e-05,0.012956
"('New models', 'Locations - Buildings')",1961,839,0.030721,0.013144,0.003666,0.043865
"('NPC Trainers', 'Tutorials for Players')",173,40,0.00271,0.000627,3.1e-05,0.003337
"('Races - Modified', 'German')",253,396,0.003964,0.006204,0.000266,0.010167
"('New models', 'Locations - Caverns')",1961,284,0.030721,0.004449,0.00141,0.03517
"('Humor, Joke or Just for Fun', 'Creatures - Rideable')",256,148,0.004011,0.002319,0.000157,0.006329
"('Companion Friendly', 'Locations - Dungeons')",368,477,0.005765,0.007473,0.00058,0.013238
"('Audio - Sound FX', 'Environment - Water')",190,84,0.002977,0.001316,0.000188,0.004293
"('Robert Female Bodybase', 'Environment - Sky')",129,105,0.002021,0.001645,4.7e-05,0.003666
"('Unbalanced', 'Polish')",69,53,0.001081,0.00083,1.6e-05,0.001911
"('Gameplay Effects/Changes', 'Environment - Sky')",1345,105,0.021071,0.001645,0.000345,0.022716
"('Poses', 'Cheating')",49,396,0.000768,0.006204,1.6e-05,0.006971
"('Related to vampires', 'Environment - Sky')",250,105,0.003917,0.001645,3.1e-05,0.005561
"('Classes component', 'Nudity')",117,225,0.001833,0.003525,3.1e-05,0.005358
"('Russian', 'Locations - Buildings')",228,839,0.003572,0.013144,0.000298,0.016716
"('TFF/UFF Bodybase', 'Items - Apparatus')",156,186,0.002444,0.002914,1.6e-05,0.005358
"('Locations - Buildings', 'NPC Trainers')",839,173,0.013144,0.00271,0.00141,0.015854
"('Environment - Other', 'Other languages')",346,28,0.00542,0.000439,0.000141,0.005859
"('Japanese', 'Creatures - Rideable')",167,148,0.002616,0.002319,6.3e-05,0.004935
"('Animation - New', 'Magic - Spells')",206,614,0.003227,0.009619,0.000235,0.012846
"('Clothing - Female', 'Knight of The Nine')",452,80,0.007081,0.001253,0.000125,0.008334
"('Items - Clutter', 'Weapons')",621,1765,0.009729,0.027651,0.002632,0.037379
"('For female characters', 'Other languages')",1825,28,0.028591,0.000439,6.3e-05,0.029029
"('Hair', 'Humor, Joke or Just for Fun')",178,256,0.002789,0.004011,0.000125,0.006799
"('English', 'Japanese')",6911,167,0.108269,0.002616,0.001535,0.110885
"('Video', 'NPCs')",128,1098,0.002005,0.017201,0.000345,0.019207
"('BAB Bodybase', 'Lighting')",72,159,0.001128,0.002491,3.1e-05,0.003619
"('Animation - Modified', 'Magic - Potions')",148,230,0.002319,0.003603,0.00011,0.005922
"('Related to horses', 'Environment - Sky')",194,105,0.003039,0.001645,3.1e-05,0.004684
"('Related to vampires', 'New Lands')",250,325,0.003917,0.005091,9.4e-05,0.009008
"('Other languages', 'Items - Leveled')",28,166,0.000439,0.002601,6.3e-05,0.003039
"('Robert Male Bodybase', 'Quests')",223,636,0.003494,0.009964,0.000204,0.013457
"('Unrealistic', 'Japanese')",81,167,0.001269,0.002616,3.1e-05,0.003885
"('Hair', 'New Lands')",178,325,0.002789,0.005091,0.000172,0.00788
"('Official', 'Italian')",43,81,0.000674,0.001269,6.3e-05,0.001943
"('For male characters', 'Locations - World Map')",1242,522,0.019457,0.008178,0.001488,0.027635
"('BAB Bodybase', 'Magic - Enchantments')",72,358,0.001128,0.005608,4.7e-05,0.006736
"('Environment - Weather', 'Locations - World Map')",101,522,0.001582,0.008178,0.000376,0.00976
"('Body models', 'Items - Apparatus')",144,186,0.002256,0.002914,0.000125,0.00517
"('Knight of The Nine', 'Utilities for Players')",80,368,0.001253,0.005765,9.4e-05,0.007018
"('Environment - Sky', 'Books')",105,430,0.001645,0.006736,0.000282,0.008381
"('Robert Male Bodybase', 'Not Lore-Friendly')",223,262,0.003494,0.004105,0.000266,0.007598
"('Japanese', 'Locations - Dungeons')",167,477,0.002616,0.007473,0.000125,0.010089
"('EC/HGEC Bodybase', 'Locations - Caverns')",878,284,0.013755,0.004449,0.000172,0.018204
"('OBMM (Oblivion Mod Manager)', 'Tutorials for Modders')",116,95,0.001817,0.001488,6.3e-05,0.003306
"('Locations - Buildings', 'NPCs')",839,1098,0.013144,0.017201,0.005436,0.030345
"('Environment - Sky', 'Non-Playable Resource')",105,237,0.001645,0.003713,3.1e-05,0.005358
"('Magic - Potions', 'Plants / Foliage')",230,226,0.003603,0.003541,0.000705,0.007144
"('Unbalanced', 'Video')",69,128,0.001081,0.002005,3.1e-05,0.003086
"('Environment - Sky', 'Items - Leveled')",105,166,0.001645,0.002601,0.000141,0.004246
"('Body models', 'OBMM (Oblivion Mod Manager)')",144,116,0.002256,0.001817,4.7e-05,0.004073
"('New Lands', 'Not Lore-Friendly')",325,262,0.005091,0.004105,0.000141,0.009196
"('English', 'Italian')",6911,81,0.108269,0.001269,0.001003,0.109538
"('Fair and balanced', 'Polish')",449,53,0.007034,0.00083,4.7e-05,0.007864
"('Magic - Enchantments', 'Magic - Potions')",358,230,0.005608,0.003603,0.001065,0.009212
"('Hair', 'New textures')",178,2621,0.002789,0.041061,0.001222,0.043849
"('Items - Ingredients', 'Locations - Buildings')",319,839,0.004997,0.013144,0.00152,0.018141
"('Environment - Other', 'Locations - Dungeons')",346,477,0.00542,0.007473,0.000783,0.012893
"('Translation', 'Creatures')",32,461,0.000501,0.007222,3.1e-05,0.007723
"('Leveled Lists', 'Clothing - Female')",150,452,0.00235,0.007081,9.4e-05,0.009431
"('Animation - Modified', 'Items - Clutter')",148,621,0.002319,0.009729,0.000204,0.012047
"('Quests', 'Scripted Events')",636,562,0.009964,0.008804,0.002945,0.018768
"('Environment - Sky', 'Utilities for Players')",105,368,0.001645,0.005765,7.8e-05,0.00741
"('Compilation', 'Japanese')",192,167,0.003008,0.002616,0.00011,0.005624
"('Video', 'Plants / Foliage')",128,226,0.002005,0.003541,0.00011,0.005546
"('Classes component', 'Magic - Spells')",117,614,0.001833,0.009619,0.00047,0.011452
"('Chargen', 'Audio - Voices')",108,157,0.001692,0.00246,6.3e-05,0.004152
"('Audio - Music', 'New textures')",203,2621,0.00318,0.041061,0.000595,0.044241
"('Fair and balanced', 'French')",449,170,0.007034,0.002663,0.000329,0.009697
"('Books', 'Magic - Spells')",430,614,0.006736,0.009619,0.001755,0.016355
"('Audio - Sound FX', 'Races - Modified')",190,253,0.002977,0.003964,0.000172,0.00694
"('Not Lore-Friendly', 'Items - Clutter')",262,621,0.004105,0.009729,7.8e-05,0.013833
"('Sexy/Skimpy', 'Shivering Isles')",267,708,0.004183,0.011092,0.00011,0.015274
"('Italian', 'Items - Furniture')",81,322,0.001269,0.005044,7.8e-05,0.006313
"('BAB Bodybase', 'Armor - Shields')",72,780,0.001128,0.01222,6.3e-05,0.013348
"('Races - Modified', 'Translation')",253,32,0.003964,0.000501,1.6e-05,0.004465
"('Robert Female Bodybase', 'Animation - New')",129,206,0.002021,0.003227,6.3e-05,0.005248
"('Related to horses', 'Knight of The Nine')",194,80,0.003039,0.001253,3.1e-05,0.004293
"('Races - Modified', 'Weapons')",253,1765,0.003964,0.027651,0.000345,0.031614
"('Leveled Lists', 'Locations - Player-Owned')",150,1130,0.00235,0.017703,0.000172,0.020053
"('Unbalanced', 'Audio - Sound FX')",69,190,0.001081,0.002977,3.1e-05,0.004058
"('Animation - Modified', 'Items - Leveled')",148,166,0.002319,0.002601,0.00011,0.004919
"('Robert Male Bodybase', 'Creatures - Rideable')",223,148,0.003494,0.002319,7.8e-05,0.005812
"('Environment - Other', 'French')",346,170,0.00542,0.002663,0.000298,0.008084
"('Environment - Other', 'Clothing')",346,1016,0.00542,0.015917,0.00036,0.021337
"('Creatures', 'Items - Furniture')",461,322,0.007222,0.005044,0.000846,0.012267
"('Audio - Music', 'German')",203,396,0.00318,0.006204,7.8e-05,0.009384
"('New textures', 'Polish')",2621,53,0.041061,0.00083,0.000157,0.041891
"('Compilation', 'Translation')",192,32,0.003008,0.000501,4.7e-05,0.003509
"('Sexy/Skimpy', 'Magic - Spells')",267,614,0.004183,0.009619,6.3e-05,0.013802
"('Leveled Lists', 'Knight of The Nine')",150,80,0.00235,0.001253,4.7e-05,0.003603
"('Birthsigns', 'Video')",67,128,0.00105,0.002005,4.7e-05,0.003055
"('Audio - Voices', 'Guilds / Factions')",157,247,0.00246,0.00387,0.000454,0.006329
"('Environment - Sky', 'Creatures - Rideable')",105,148,0.001645,0.002319,0.00011,0.003964
"('Polish', 'Items - Furniture')",53,322,0.00083,0.005044,3.1e-05,0.005875
"('Companion Friendly', 'COBL (Common Oblivion)')",368,118,0.005765,0.001849,0.000282,0.007614
"('Replacer', 'EC/HGEC Bodybase')",898,878,0.014068,0.013755,0.001629,0.027823
"('Performance Optimization', 'Czech')",162,8,0.002538,0.000125,1.6e-05,0.002663
"('TFF/UFF Bodybase', 'Locations - Dungeons')",156,477,0.002444,0.007473,1.6e-05,0.009917
"('New Lands', 'Creatures - Rideable')",325,148,0.005091,0.002319,0.000251,0.00741
"('Environment - Water', 'Items - Clutter')",84,621,0.001316,0.009729,0.000313,0.011045
"('Russian', 'Magic - Spells')",228,614,0.003572,0.009619,0.000188,0.013191
"('Not Lore-Friendly', 'Tutorials for Modders')",262,95,0.004105,0.001488,1.6e-05,0.005593
"('Related to Movies/TV/Other Games', 'Replacer')",478,898,0.007488,0.014068,0.000313,0.021557
"('EC/HGEC Bodybase', 'Audio - Sound FX')",878,190,0.013755,0.002977,9.4e-05,0.016731
"('Face models', 'Locations - Caverns')",258,284,0.004042,0.004449,6.3e-05,0.008491
"('Related to horses', 'Face models')",194,258,0.003039,0.004042,4.7e-05,0.007081
"('Quests', 'NPC Vendors')",636,546,0.009964,0.008554,0.001943,0.018517
"('EC/HGEC Bodybase', 'Audio - Voices')",878,157,0.013755,0.00246,9.4e-05,0.016214
"('Armor - Shields', 'Shivering Isles')",780,708,0.01222,0.011092,0.001441,0.023311
"('Environment - Weather', 'NPC Trainers')",101,173,0.001582,0.00271,0.000125,0.004293
"('TFF/UFF Bodybase', 'Armor - Shields')",156,780,0.002444,0.01222,7.8e-05,0.014663
"('Environment - Water', 'OBMM (Oblivion Mod Manager)')",84,116,0.001316,0.001817,6.3e-05,0.003133
"('Humor, Joke or Just for Fun', 'Clothing')",256,1016,0.004011,0.015917,0.00047,0.019927
"('Audio - Voices', 'Items - Clutter')",157,621,0.00246,0.009729,0.00047,0.012188
"('Robert Male Bodybase', 'User Interface')",223,226,0.003494,0.003541,1.6e-05,0.007034
"('New textures', 'Items - Leveled')",2621,166,0.041061,0.002601,0.000877,0.043661
"('Compilation', 'Animation - New')",192,206,0.003008,0.003227,0.000188,0.006235
"('Birthsigns', 'Lore-Friendly')",67,1738,0.00105,0.027228,0.000282,0.028277
"('Leveled Lists', 'Magic - Enchantments')",150,358,0.00235,0.005608,0.000407,0.007958
"('TFF/UFF Bodybase', 'Russian')",156,228,0.002444,0.003572,0.000204,0.006016
"('Cheating', 'Tutorials for Players')",396,40,0.006204,0.000627,1.6e-05,0.00683
"('Environment - Other', 'New models')",346,1961,0.00542,0.030721,0.00094,0.036142
"('Locations - Player-Owned', 'Magic - Enchantments')",1130,358,0.017703,0.005608,0.001065,0.023311
"('Fair and balanced', 'NPC Vendors')",449,546,0.007034,0.008554,0.000877,0.015588
"('Animation - Modified', 'Environment - Other')",148,346,0.002319,0.00542,0.000141,0.007739
"('Official', 'Magic - Spells')",43,614,0.000674,0.009619,0.00011,0.010293
