Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Quests', 'NPCs')",25,115,10,0.003167,0.014566,0.001267,0.017733
"('Replacer', 'German')",255,57,6,0.032299,0.00722,0.00076,0.039519
"('Locations - Dungeons', 'Dragonborn')",29,41,5,0.003673,0.005193,0.000633,0.008866
"('Replacer', 'Armor - Shields')",255,74,15,0.032299,0.009373,0.0019,0.041672
"('Polish', 'Utilities for Modders')",23,26,3,0.002913,0.003293,0.00038,0.006206
"('Russian', ""Modder's Resource"")",28,68,4,0.003547,0.008613,0.000507,0.01216
"('Items - Apparatus', 'Locations - World Map')",22,34,5,0.002787,0.004307,0.000633,0.007093
"('Humor, Joke or Just for Fun', 'Utilities for Modders')",58,26,2,0.007346,0.003293,0.000253,0.01064
"('Quests', 'Magic - Spells')",25,80,6,0.003167,0.010133,0.00076,0.0133
"('Items - Ingredients', 'Tutorials for Modders')",21,12,1,0.00266,0.00152,0.000127,0.00418
"('Clothing - Male', 'Locations - Dungeons')",47,29,2,0.005953,0.003673,0.000253,0.009626
"('Face models', ""Modder's Resource"")",37,68,3,0.004687,0.008613,0.00038,0.0133
"('New models', 'Quests')",100,25,4,0.012666,0.003167,0.000507,0.015833
"('Animation - New', 'Environment - Other')",7,62,1,0.000887,0.007853,0.000127,0.00874
"('Birthsigns', 'NPCs')",3,115,1,0.00038,0.014566,0.000127,0.014946
"('Locations - Player-Owned', ""Modder's Resource"")",51,68,2,0.00646,0.008613,0.000253,0.015073
"('New textures', 'Utilities for Modders')",340,26,2,0.043065,0.003293,0.000253,0.046358
"('Polish', 'Non-Playable Resource')",23,18,2,0.002913,0.00228,0.000253,0.005193
"('Performance Optimization', 'Related to horses')",33,16,1,0.00418,0.002027,0.000127,0.006206
"('Unbalanced', 'Utilities for Players')",32,63,3,0.004053,0.00798,0.00038,0.012033
"('Environment - Weather', 'User Interface')",14,39,1,0.001773,0.00494,0.000127,0.006713
"('Environment - Water', 'Locations - Player-Owned')",10,51,2,0.001267,0.00646,0.000253,0.007726
"('Environment - Other', 'Magic - Potions')",62,14,3,0.007853,0.001773,0.00038,0.009626
"('Companion Friendly', 'Environment - Water')",137,10,2,0.017353,0.001267,0.000253,0.018619
"('Translation', 'SKSE (Skyrim Script Extender)')",110,27,4,0.013933,0.00342,0.000507,0.017353
"('Translation', 'Locations - Caverns')",110,13,1,0.013933,0.001647,0.000127,0.015579
"('Italian', 'Items - Ingredients')",29,21,2,0.003673,0.00266,0.000253,0.006333
"('Animation - Modified', 'Tutorials for Players')",17,18,1,0.002153,0.00228,0.000127,0.004433
"('Gameplay Effects/Changes', 'Fair and balanced')",168,292,73,0.021279,0.036985,0.009246,0.058265
"('Hair', 'Scripted Events')",13,23,2,0.001647,0.002913,0.000253,0.00456
"('Nudity', 'Sexy/Skimpy')",64,103,42,0.008106,0.013046,0.00532,0.021153
"('Video', 'NPC Vendors')",11,33,2,0.001393,0.00418,0.000253,0.005573
"('Saved games', 'Utilities for Players')",98,63,4,0.012413,0.00798,0.000507,0.020393
"('Clothing', 'Clothing - Male')",85,47,37,0.010766,0.005953,0.004687,0.016719
"('Clothing - Male', 'Items - Furniture')",47,19,2,0.005953,0.002407,0.000253,0.00836
"('Cheating', 'Audio - Voices')",50,22,1,0.006333,0.002787,0.000127,0.00912
"('Items - Clutter', 'Items - Furniture')",46,19,8,0.005826,0.002407,0.001013,0.008233
"('Fair and balanced', 'Russian')",292,28,14,0.036985,0.003547,0.001773,0.040532
"('Birthsigns', 'Humor, Joke or Just for Fun')",3,58,1,0.00038,0.007346,0.000127,0.007726
"('Related to Movies/TV/Other Games', 'Face models')",64,37,3,0.008106,0.004687,0.00038,0.012793
"('New Lands', 'Locations - Caverns')",18,13,4,0.00228,0.001647,0.000507,0.003927
"('Environment - Sky', 'Tutorials for Players')",21,18,1,0.00266,0.00228,0.000127,0.00494
"('Books', 'Dragonborn')",38,41,3,0.004813,0.005193,0.00038,0.010006
"('Related to horses', 'Locations - Dungeons')",16,29,1,0.002027,0.003673,0.000127,0.0057
"('Fair and balanced', 'Italian')",292,29,11,0.036985,0.003673,0.001393,0.040659
"('Nudity', 'Translation')",64,110,2,0.008106,0.013933,0.000253,0.022039
"('New textures', 'English')",340,459,103,0.043065,0.058138,0.013046,0.101203
"('For male characters', 'Video')",180,11,1,0.022799,0.001393,0.000127,0.024193
"('Magic - Enchantments', 'Dawnguard')",39,33,3,0.00494,0.00418,0.00038,0.00912
"('Birthsigns', 'NPC Vendors')",3,33,1,0.00038,0.00418,0.000127,0.00456
"('Related to vampires', 'NPCs')",23,115,4,0.002913,0.014566,0.000507,0.017479
"('Fair and balanced', 'Armor - Shields')",292,74,23,0.036985,0.009373,0.002913,0.046358
"('Related to horses', 'Items - Ingredients')",16,21,1,0.002027,0.00266,0.000127,0.004687
"('Replacer', 'Locations - Buildings')",255,55,5,0.032299,0.006966,0.000633,0.039265
"('Spanish', 'Armor - Shields')",45,74,2,0.0057,0.009373,0.000253,0.015073
"('Animation - New', 'Locations - World Map')",7,34,1,0.000887,0.004307,0.000127,0.005193
"('Dragonborn', 'Hearthfire')",41,12,6,0.005193,0.00152,0.00076,0.006713
"('Environment - Sky', 'New Lands')",21,18,4,0.00266,0.00228,0.000507,0.00494
"('Official', 'Items - Apparatus')",11,22,2,0.001393,0.002787,0.000253,0.00418
"('Saved games', 'Dragonborn')",98,41,1,0.012413,0.005193,0.000127,0.017606
"('Clothing - Male', 'Plants / Foliage')",47,15,2,0.005953,0.0019,0.000253,0.007853
"('Unrealistic', 'Items - Clutter')",57,46,2,0.00722,0.005826,0.000253,0.013046
"('Companion Friendly', 'For male characters')",137,180,30,0.017353,0.022799,0.0038,0.040152
"('New Lands', 'Utilities for Players')",18,63,1,0.00228,0.00798,0.000127,0.01026
"('Races - New', 'Clothing')",22,85,1,0.002787,0.010766,0.000127,0.013553
"('Items - Clutter', 'NPCs')",46,115,9,0.005826,0.014566,0.00114,0.020393
"('Companion Friendly', 'Environment - Weather')",137,14,1,0.017353,0.001773,0.000127,0.019126
"('Companion Friendly', 'Audio - Sound FX')",137,40,3,0.017353,0.005066,0.00038,0.022419
"('Races - Modified', 'Creatures')",31,46,5,0.003927,0.005826,0.000633,0.009753
"('Animation - Modified', 'Sexy/Skimpy')",17,103,1,0.002153,0.013046,0.000127,0.015199
"('Audio - Voices', 'English')",22,459,9,0.002787,0.058138,0.00114,0.060925
"('Companion Friendly', 'Environment - Sky')",137,21,2,0.017353,0.00266,0.000253,0.020013
"('Races - New', 'Weapons')",22,176,4,0.002787,0.022293,0.000507,0.025079
"('Lighting', 'Italian')",38,29,1,0.004813,0.003673,0.000127,0.008486
"('Companions', 'Environment - Weather')",85,14,1,0.010766,0.001773,0.000127,0.01254
"('Classes component', 'User Interface')",4,39,1,0.000507,0.00494,0.000127,0.005446
"('German', 'Dragonborn')",57,41,3,0.00722,0.005193,0.00038,0.012413
"('Related to Movies/TV/Other Games', 'Races - New')",64,22,5,0.008106,0.002787,0.000633,0.010893
"('For male characters', 'Translation')",180,110,10,0.022799,0.013933,0.001267,0.036732
"('Fair and balanced', ""Modder's Resource"")",292,68,14,0.036985,0.008613,0.001773,0.045598
"('Companion Friendly', 'Locations - World Map')",137,34,8,0.017353,0.004307,0.001013,0.021659
"('Gameplay Effects/Changes', 'Spanish')",168,45,5,0.021279,0.0057,0.000633,0.026979
"('Related to vampires', 'Books')",23,38,2,0.002913,0.004813,0.000253,0.007726
"('For male characters', ""Modder's Resource"")",180,68,7,0.022799,0.008613,0.000887,0.031412
"('Sexy/Skimpy', 'Clothing - Female')",103,86,34,0.013046,0.010893,0.004307,0.023939
"('Items - Furniture', 'Items - Leveled')",19,15,4,0.002407,0.0019,0.000507,0.004307
"('Fair and balanced', 'Creatures - Rideable')",292,5,2,0.036985,0.000633,0.000253,0.037619
"('Nudity', 'Clothing')",64,85,7,0.008106,0.010766,0.000887,0.018873
"('Lighting', 'Items - Ingredients')",38,21,1,0.004813,0.00266,0.000127,0.007473
"('New models', 'Clothing - Female')",100,86,14,0.012666,0.010893,0.001773,0.023559
"('Companion Friendly', 'Audio - Voices')",137,22,4,0.017353,0.002787,0.000507,0.020139
"('German', 'Magic - Potions')",57,14,4,0.00722,0.001773,0.000507,0.008993
"('Items - Apparatus', 'Tutorials for Players')",22,18,1,0.002787,0.00228,0.000127,0.005066
"('Nudity', 'Polish')",64,23,1,0.008106,0.002913,0.000127,0.01102
"('Clothing - Male', 'Dragonborn')",47,41,4,0.005953,0.005193,0.000507,0.011146
"('Performance Optimization', 'Quests')",33,25,1,0.00418,0.003167,0.000127,0.007346
"('Body models', 'Magic - Spells')",31,80,2,0.003927,0.010133,0.000253,0.01406
"('Chargen', 'Cheating')",26,50,3,0.003293,0.006333,0.00038,0.009626
"('Performance Optimization', 'Magic - Spells')",33,80,3,0.00418,0.010133,0.00038,0.014313
"('Items - Furniture', 'Utilities for Players')",19,63,1,0.002407,0.00798,0.000127,0.010386
"('Environment - Weather', 'Items - Ingredients')",14,21,1,0.001773,0.00266,0.000127,0.004433
"('Translation', 'Armor - Shields')",110,74,5,0.013933,0.009373,0.000633,0.023306
"('Guilds / Factions', 'Items - Clutter')",20,46,2,0.002533,0.005826,0.000253,0.00836
"('Companions', 'Locations - Dungeons')",85,29,2,0.010766,0.003673,0.000253,0.01444
"('Cheating', 'Classes component')",50,4,1,0.006333,0.000507,0.000127,0.00684
"('New models', 'Locations - Buildings')",100,55,7,0.012666,0.006966,0.000887,0.019633
"('Classes component', 'Locations - Caverns')",4,13,1,0.000507,0.001647,0.000127,0.002153
"('For female characters', 'Unbalanced')",209,32,1,0.026472,0.004053,0.000127,0.030526
"('Locations - Player-Owned', 'Tutorials for Players')",51,18,1,0.00646,0.00228,0.000127,0.00874
"('Cheating', ""Modder's Resource"")",50,68,4,0.006333,0.008613,0.000507,0.014946
"('Translation', 'Locations - World Map')",110,34,2,0.013933,0.004307,0.000253,0.018239
"('New textures', 'Saved games')",340,98,2,0.043065,0.012413,0.000253,0.055478
"('Solstheim', 'Items - Ingredients')",10,21,1,0.001267,0.00266,0.000127,0.003927
"('Leveled Lists', 'New models')",21,100,6,0.00266,0.012666,0.00076,0.015326
"('Guilds / Factions', 'Video')",20,11,1,0.002533,0.001393,0.000127,0.003927
"('For female characters', 'Poses')",209,5,1,0.026472,0.000633,0.000127,0.027106
"('Scripted Events', 'Weapons')",23,176,5,0.002913,0.022293,0.000633,0.025206
"('For female characters', 'Items - Leveled')",209,15,4,0.026472,0.0019,0.000507,0.028372
"('NPCs', 'Weapons')",115,176,15,0.014566,0.022293,0.0019,0.036859
"('Environment - Water', 'Italian')",10,29,1,0.001267,0.003673,0.000127,0.00494
"('Video', 'Creatures - Rideable')",11,5,1,0.001393,0.000633,0.000127,0.002027
"('Birthsigns', 'Weapons')",3,176,1,0.00038,0.022293,0.000127,0.022673
"('Environment - Other', 'Leveled Lists')",62,21,5,0.007853,0.00266,0.000633,0.010513
"('French', 'NPC Vendors')",41,33,4,0.005193,0.00418,0.000507,0.009373
"('Creatures', 'Locations - Player-Owned')",46,51,1,0.005826,0.00646,0.000127,0.012286
"('Companion Friendly', 'User Interface')",137,39,1,0.017353,0.00494,0.000127,0.022293
"('Performance Optimization', 'Utilities for Players')",33,63,9,0.00418,0.00798,0.00114,0.01216
"('Classes component', 'Humor, Joke or Just for Fun')",4,58,1,0.000507,0.007346,0.000127,0.007853
"('Humor, Joke or Just for Fun', 'Items - Leveled')",58,15,1,0.007346,0.0019,0.000127,0.009246
"('Companions', 'Creatures')",85,46,13,0.010766,0.005826,0.001647,0.016593
"('Environment - Sky', 'Locations - Dungeons')",21,29,3,0.00266,0.003673,0.00038,0.006333
"('Clothing - Male', 'Locations - Caverns')",47,13,1,0.005953,0.001647,0.000127,0.0076
"('Sexy/Skimpy', 'Items - Leveled')",103,15,1,0.013046,0.0019,0.000127,0.014946
"('Environment - Other', 'Items - Leveled')",62,15,2,0.007853,0.0019,0.000253,0.009753
"('Environment - Weather', 'French')",14,41,2,0.001773,0.005193,0.000253,0.006966
"('Czech', 'French')",8,41,7,0.001013,0.005193,0.000887,0.006206
"('Related to Movies/TV/Other Games', 'Italian')",64,29,1,0.008106,0.003673,0.000127,0.01178
"('Books', 'Magic - Enchantments')",38,39,8,0.004813,0.00494,0.001013,0.009753
"('For female characters', 'English')",209,459,69,0.026472,0.058138,0.00874,0.084611
"('Items - Clutter', 'Hearthfire')",46,12,1,0.005826,0.00152,0.000127,0.007346
"('Faction: College of Winterhold', 'Italian')",8,29,1,0.001013,0.003673,0.000127,0.004687
"('Locations - World Map', 'Utilities for Modders')",34,26,1,0.004307,0.003293,0.000127,0.0076
"('Cheating', 'Dragonborn')",50,41,1,0.006333,0.005193,0.000127,0.011526
"('Items - Apparatus', 'NPC Vendors')",22,33,3,0.002787,0.00418,0.00038,0.006966
"('New Lands', 'Items - Leveled')",18,15,2,0.00228,0.0019,0.000253,0.00418
"('Environment - Weather', ""Modder's Resource"")",14,68,2,0.001773,0.008613,0.000253,0.010386
"('Sexy/Skimpy', 'NPC Vendors')",103,33,4,0.013046,0.00418,0.000507,0.017226
"('New models', 'User Interface')",100,39,1,0.012666,0.00494,0.000127,0.017606
"('Birthsigns', 'New models')",3,100,1,0.00038,0.012666,0.000127,0.013046
"('Gameplay Effects/Changes', 'English')",168,459,72,0.021279,0.058138,0.00912,0.079417
"('New textures', 'Polish')",340,23,6,0.043065,0.002913,0.00076,0.045978
"('Environment - Water', 'Utilities for Modders')",10,26,1,0.001267,0.003293,0.000127,0.00456
"('Performance Optimization', 'Guilds / Factions')",33,20,1,0.00418,0.002533,0.000127,0.006713
"('Plants / Foliage', 'Tutorials for Players')",15,18,1,0.0019,0.00228,0.000127,0.00418
"('Companion Friendly', 'Not Lore-Friendly')",137,76,13,0.017353,0.009626,0.001647,0.026979
"('Animation - New', 'Anime')",7,27,1,0.000887,0.00342,0.000127,0.004307
"('Magic - Enchantments', 'Utilities for Modders')",39,26,1,0.00494,0.003293,0.000127,0.008233
"('Chargen', 'New textures')",26,340,9,0.003293,0.043065,0.00114,0.046358
"('Japanese', 'Locations - Player-Owned')",21,51,1,0.00266,0.00646,0.000127,0.00912
"('Magic - Potions', 'Magic - Spells')",14,80,6,0.001773,0.010133,0.00076,0.011906
"('Clothing - Female', 'Plants / Foliage')",86,15,2,0.010893,0.0019,0.000253,0.012793
"('Related to horses', 'Locations - Player-Owned')",16,51,1,0.002027,0.00646,0.000127,0.008486
"('Solstheim', 'Leveled Lists')",10,21,1,0.001267,0.00266,0.000127,0.003927
"('Lighting', 'Other languages')",38,30,2,0.004813,0.0038,0.000253,0.008613
"('For female characters', 'Solstheim')",209,10,2,0.026472,0.001267,0.000253,0.027739
"('For male characters', 'Audio - Sound FX')",180,40,1,0.022799,0.005066,0.000127,0.027866
"('Fair and balanced', 'Birthsigns')",292,3,2,0.036985,0.00038,0.000253,0.037365
"('Translation', 'Plants / Foliage')",110,15,2,0.013933,0.0019,0.000253,0.015833
"('Poses', 'Replacer')",5,255,1,0.000633,0.032299,0.000127,0.032932
"('Items - Leveled', 'NPC Vendors')",15,33,3,0.0019,0.00418,0.00038,0.00608
"('Chargen', 'Magic - Enchantments')",26,39,2,0.003293,0.00494,0.000253,0.008233
"('Animation - Modified', 'Clothing - Male')",17,47,2,0.002153,0.005953,0.000253,0.008106
"('NPCs', 'Tutorials for Players')",115,18,1,0.014566,0.00228,0.000127,0.016846
"('Environment - Water', 'German')",10,57,3,0.001267,0.00722,0.00038,0.008486
"('Items - Furniture', 'Locations - Buildings')",19,55,9,0.002407,0.006966,0.00114,0.009373
"('Polish', 'Creatures')",23,46,3,0.002913,0.005826,0.00038,0.00874
"('Related to Movies/TV/Other Games', 'Locations - World Map')",64,34,4,0.008106,0.004307,0.000507,0.012413
"('Quests', 'Plants / Foliage')",25,15,1,0.003167,0.0019,0.000127,0.005066
"('Guilds / Factions', 'Utilities for Modders')",20,26,1,0.002533,0.003293,0.000127,0.005826
"('Quests', 'Items - Clutter')",25,46,3,0.003167,0.005826,0.00038,0.008993
"('Related to vampires', 'Scripted Events')",23,23,1,0.002913,0.002913,0.000127,0.005826
"('Unrealistic', 'Japanese')",57,21,1,0.00722,0.00266,0.000127,0.00988
"('Polish', 'Items - Leveled')",23,15,2,0.002913,0.0019,0.000253,0.004813
"('For female characters', 'Dawnguard')",209,33,4,0.026472,0.00418,0.000507,0.030652
"('Environment - Other', 'Environment - Weather')",62,14,8,0.007853,0.001773,0.001013,0.009626
"('Items - Clutter', 'Weapons')",46,176,10,0.005826,0.022293,0.001267,0.028119
"('Environment - Weather', 'Dragonborn')",14,41,1,0.001773,0.005193,0.000127,0.006966
"('Gameplay Effects/Changes', 'Tutorials for Players')",168,18,5,0.021279,0.00228,0.000633,0.023559
"('Lore-Friendly', 'Items - Leveled')",322,15,11,0.040785,0.0019,0.001393,0.042685
"('Armor - Shields', 'Tutorials for Modders')",74,12,1,0.009373,0.00152,0.000127,0.010893
"('Related to vampires', 'Sexy/Skimpy')",23,103,3,0.002913,0.013046,0.00038,0.015959
"('Animation - New', 'Russian')",7,28,1,0.000887,0.003547,0.000127,0.004433
"('Environment - Other', 'Magic - Enchantments')",62,39,5,0.007853,0.00494,0.000633,0.012793
"('Audio - Music', 'Not Lore-Friendly')",26,76,1,0.003293,0.009626,0.000127,0.01292
"('Solstheim', 'German')",10,57,1,0.001267,0.00722,0.000127,0.008486
"('Races - Modified', 'Utilities for Players')",31,63,1,0.003927,0.00798,0.000127,0.011906
"('Environment - Water', 'New Lands')",10,18,1,0.001267,0.00228,0.000127,0.003547
"('Related to vampires', 'Locations - Caverns')",23,13,1,0.002913,0.001647,0.000127,0.00456
"('Czech', 'Weapons')",8,176,1,0.001013,0.022293,0.000127,0.023306
"('Face models', 'Humor, Joke or Just for Fun')",37,58,1,0.004687,0.007346,0.000127,0.012033
"('Fair and balanced', 'Environment - Sky')",292,21,5,0.036985,0.00266,0.000633,0.039645
"('Races - Modified', 'Books')",31,38,2,0.003927,0.004813,0.000253,0.00874
"('Audio - Sound FX', 'Video')",40,11,4,0.005066,0.001393,0.000507,0.00646
"('Weapons', 'SKSE (Skyrim Script Extender)')",176,27,3,0.022293,0.00342,0.00038,0.025712
"('For female characters', 'NPCs')",209,115,17,0.026472,0.014566,0.002153,0.041039
"('Body models', 'Unrealistic')",31,57,6,0.003927,0.00722,0.00076,0.011146
"('Hair', 'Armor - Shields')",13,74,1,0.001647,0.009373,0.000127,0.01102
"('Official', 'Locations - World Map')",11,34,3,0.001393,0.004307,0.00038,0.0057
"('Faction: Dark Brotherhood', 'English')",5,459,1,0.000633,0.058138,0.000127,0.058771
"('Nudity', 'Magic - Enchantments')",64,39,1,0.008106,0.00494,0.000127,0.013046
"('Faction: Thieves Guild', 'Clothing')",3,85,1,0.00038,0.010766,0.000127,0.011146
"('English', 'Tutorials for Players')",459,18,14,0.058138,0.00228,0.001773,0.060418
"('Races - Modified', 'Items - Apparatus')",31,22,1,0.003927,0.002787,0.000127,0.006713
"('English', 'Locations - Caverns')",459,13,7,0.058138,0.001647,0.000887,0.059785
"('English', 'French')",459,41,24,0.058138,0.005193,0.00304,0.063331
"('Russian', 'Clothing')",28,85,2,0.003547,0.010766,0.000253,0.014313
"('Polish', 'Clothing - Female')",23,86,1,0.002913,0.010893,0.000127,0.013806
"('English', 'Utilities for Modders')",459,26,17,0.058138,0.003293,0.002153,0.061431
"('Audio - Sound FX', 'Tutorials for Modders')",40,12,1,0.005066,0.00152,0.000127,0.006586
"('New models', 'Tutorials for Modders')",100,12,2,0.012666,0.00152,0.000253,0.014186
"('Environment - Water', 'Clothing')",10,85,1,0.001267,0.010766,0.000127,0.012033
"('For male characters', 'Magic - Spells')",180,80,7,0.022799,0.010133,0.000887,0.032932
"('Compilation', 'Not Lore-Friendly')",16,76,2,0.002027,0.009626,0.000253,0.011653
"('Related to MLP', 'English')",1,459,1,0.000127,0.058138,0.000127,0.058265
"('Gameplay Effects/Changes', 'Official')",168,11,5,0.021279,0.001393,0.000633,0.022673
"('For male characters', 'Quests')",180,25,3,0.022799,0.003167,0.00038,0.025966
"('For female characters', 'Environment - Weather')",209,14,1,0.026472,0.001773,0.000127,0.028246
"('Locations - Dungeons', 'Tutorials for Players')",29,18,1,0.003673,0.00228,0.000127,0.005953
"('Leveled Lists', 'Lore-Friendly')",21,322,14,0.00266,0.040785,0.001773,0.043445
